ProjectName,LinkProjectRepo,ImageName,LinkImageRepo,Category,ProjectAbout
CodeProjectTemplate,https://github.com/Wema-Digital/code-project-templates,CodeProjectTemplate.png,https://github.com/Wema-Digital/code-project-templates/docs/media,Coding-Project-Template,"Windows and Linux, vscode-optimized project template and tools emphasizing maintainability and collaboration."
